"","Ligand_ApprovedSymbol","B2.tanycytes 1","Plvap.ECs","ME.astrocytes 1","ME.astrocytes 2","Gfap.high astrocytes","fibroblasts.1","ME.pericytes"
"1976","Gpr35",0.0292178382196028,0.134076888894684,0.0279214079913058,0.0362831380380022,0.0165650528533947,0.010100271257677,0
"1977","Htr4",0,0,0,0,0,0,0
"1978","Ltb4r2",0.00095204026916144,0.337934708020884,0.0117224166843289,0.024309165932949,0.0108571652610026,0,2.23529411764706
"1979","Oxtr",0.0290537198841677,0,0.0102061586826063,0.00370692786945719,0.00360057667168319,0,0
"1980","Smo",0.941734631076334,0.23092311554971,0.981554693963633,0.776807596049336,1.23644478561616,1.03661766025698,3.35294117647059
"1981","Tspan7",5.41161086988857,0.494177672403316,7.76631663692658,8.43379047331022,9.01985633694061,1.02284481406175,0
"1982","Tspan7",5.41161086988857,0.494177672403316,7.76631663692658,8.43379047331022,9.01985633694061,1.02284481406175,0
"1983","Cacng2",0.00658159463704951,0,0.0137207928609261,0.0264331558297358,0.00820546800287241,0.0121136017889579,0
"1984","Gria4",0.00974823870548057,0.00901076616792457,0.0539988726390941,0.0529090623970079,0.0478585186479954,0.0409362364664255,0
"1985","Dlg3",0.184125008434108,0.0301548197433665,0.245601934897794,0.104793500474592,0.157284963750297,0.176120512050472,0
"1986","Dlg2",0.0500602379627843,0.014409176571424,0.0332909597434538,0.0237838609230343,0.0464952082219301,0.00894674709111496,2.41176470588235
"1987","Dlg1",0.898747057085063,0.991908003238901,0.578730247529277,0.500672966638266,0.521257407233049,0.906560872849514,6.23529411764706
"1988","Gria2",0.312068591863685,0.0617646063744045,4.46973717562095,1.71973394168279,1.55049102418326,0.0362988647312456,0
"1989","Nsf",0.408824719196725,0.580164263846487,0.522527643190825,0.400226175060117,0.409788298717788,0.570202807141505,2.76470588235294
"1990","Lss",0.0669652028710739,0,0.330335399736893,0.263323271832833,0.40564981361611,0.118475424101334,0
"1991","Pla2g15",0.434242304991608,0.151008370591497,0.421981122538528,0.445268103016339,0.278045597615789,0.464927238842219,0
"1992","0",0,0,0,0,0,0,0
"1993","Pqlc1",0.115373202104557,0.363777019750144,0.0659200619697692,0.074814772583988,0.0546186305739317,0.0648516893434924,0
"1994","Hpcal1",1.62345149167773,2.03644480795015,0.104361492351878,0.0820646562352547,0.100498798431857,1.06886545481659,0
"1995","Usp20",0.200995270947914,0,0.0906386609968408,0.120525402046808,0.164539533624454,0.110774772234714,0
"1996","Usp33",0.343069785004837,0.522087006767815,0.488897592056944,0.271352952143161,0.353608532004878,0.296500875111528,0
"1997","Wsb1",1.47509295399909,3.35098924120101,1.87033883696055,1.08561950993486,1.44829598207367,3.37055130870704,0
"1998","0",0,0,0,0,0,0,0
"1999","0",0,0,0,0,0,0,0
"2000","Ar",0.408897407943585,0.948426409091164,0.0643704892829946,0.0435874755415892,0.165782574476034,1.80064034184884,0
"2001","Foxo1",4.3562142196687,3.81507169514326,1.93903892942316,1.94044849157271,2.26171490853225,1.41223244838326,0
"2002","Srf",0.0857815873546034,0.0206910887396892,0.031824280184008,0.041638729332976,0.0543325163679196,0.130917591985724,0
"2003","Tle1",0.303080512068393,0.231711097386904,0.493593977065144,0.342407292129805,0.426523041047604,1.35621577496475,0
"2004","Tle3",0.702896108149914,0.970238636951212,0.277668747366667,0.217149967375436,0.297210992113477,0.175484713441809,0
"2005","Pdzd3",0,0.038831902764877,0,0,0.00509904794233837,0.0446568498249767,3.52941176470588
"2006","Prkcb",0.329138850666488,0.0241534389401484,0.322460148137853,0.479400243516798,0.27686496866037,0.73594444711491,0
"2007","Prkcg",0.0115737214624375,0,0.0187640108583455,0.0213130670426481,0.00951745733014868,0.0380089850101034,0
"2008","Prkca",1.73808518153597,0.0746745567048267,0.495777752456089,0.528261150563768,0.55108141824817,0.303736279010004,0
"2009","Calm1",6.26502427175764,15.2864322675381,4.04178961767958,4.84165746671265,6.49738456237247,5.57853148436949,26.8823529411765
