"Receptor_ApprovedSymbol","B2.tanycytes 1","Plvap.ECs","ME.astrocytes 1","ME.astrocytes 2","Gfap.high astrocytes","fibroblasts.1","ME.pericytes"
"Amhr2",0.011799094017593,0,0.00619283117327105,0.00425890698578895,0,0,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Itga5",0.00860020380375099,0.159810647760484,0.00804279578347005,0.0193527236476167,0,0.0219114137779475,3.35294117647059
"Tek",0.00675338543455857,5.30870939678094,0,0,0,0.0273289134612903,0
"Tie1",0.0682946880022221,3.81211195679173,0.0244656826582332,0.0499409452517235,0.0101979667244686,0.167652527214347,0
"Tek",0.00675338543455857,5.30870939678094,0,0,0,0.0273289134612903,0
"Tek",0.00675338543455857,5.30870939678094,0,0,0,0.0273289134612903,0
"Tek",0.00675338543455857,5.30870939678094,0,0,0,0.0273289134612903,0
"Itga5",0.00860020380375099,0.159810647760484,0.00804279578347005,0.0193527236476167,0,0.0219114137779475,3.35294117647059
"Itgav",0.859121805906659,0.313438437619888,1.84480383675111,1.34211778399827,1.36534195132599,0.746558270273417,0
"Itgb3",0.0234101983383345,0.110808027732947,0.0259359764597724,0.020650204405961,0.0298685484338866,0.025838089013646,0
"Dysf",0.00790253737137043,0.786345002156095,0.00308303016780296,0.0050248768045979,0.00231780210879809,0,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Fpr1",0,0,0,0,0,0.0107111430155148,3
"Fpr2",0.00286700236330911,0,0,0,0,0,0
"Aplnr",0.00237252912454701,0.327796542300721,0.00135454981531521,0,0.0369049327698162,0,0
"Ldlr",0.111645256198078,0.0781332626273533,1.12086111450926,0.902994221769476,0.840693034872801,0.372646273499351,0
"Lrp2",0.735484346556366,0,0.00825989968806735,0.0208002698758761,0.024330392102351,0,0
"Lsr",0.122535298539776,0,0.00721927184556671,0.0117567094613662,0.0145375790312557,0.00783376063186969,0
"Olr1",0.00229893618871969,0,0.00099885137455299,0.0105614979108379,0,0,0
"Lepr",0.00077024565319379,0.255868293298185,0.00205501753696364,0.0120009927040095,0.0139042660020833,0.0820278056954405,0
"Ldlr",0.111645256198078,0.0781332626273533,1.12086111450926,0.902994221769476,0.840693034872801,0.372646273499351,0
"Lrp1",1.29209918802796,0.566512836128107,3.49346400353372,3.93482130233692,3.18737923668108,8.8107051237412,10.4705882352941
"Lrp2",0.735484346556366,0,0.00825989968806735,0.0208002698758761,0.024330392102351,0,0
"Lrp5",0.582328884029806,0.88811735450524,0.349335667326957,0.324755706028639,0.284326366657082,0.76882962779227,6.23529411764706
"Lrp8",1.00687875403505,0,0.497646988926611,0.39387028992426,0.438292906595974,0,0
"Scarb1",0.334570219516512,5.54266754297367,0.28498363531794,0.278836929059015,0.207544486634191,0.0767286104873213,0
"Sorl1",2.41976101065107,0.128758770889834,2.51782543479138,2.03677536652027,2.11843493322604,0.110061454830437,0
"Vldlr",0.00321682003910358,0.13861689339088,0.242839074481147,0.165267209264296,0.0980216994191393,0.187089055700868,0
"Cav1",0.00126925392446179,0.823007205026982,0,0,0,1.01344726634807,6.29411764705882
"Cd74",0.0389998280170998,1.22729096300882,0.0175999642093358,0.01348141079464,0.330431332784617,0.230004040086368,14.0588235294118
"Fpr2",0.00286700236330911,0,0,0,0,0,0
"Gpc1",0.0139173347316181,0,0.195540048481522,0.306252411476408,0.199195959411411,0.0246381940393782,0
"Lrp1",1.29209918802796,0.566512836128107,3.49346400353372,3.93482130233692,3.18737923668108,8.8107051237412,10.4705882352941
"Ncstn",0.322492856236771,0.528697137719635,0.329285874921448,0.49410505046423,0.289054420403278,0.27772381600375,0
"Tnfrsf21",0.0371536547113966,0.141012512150107,0.105242748848158,0.120813892700777,0.301936490448957,0.0398606298097326,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Erbb3",0.00705453813889155,0,0.00017723020189592,0,0.0210360669431689,0,0
"Chrm3",0.00308752872576401,0.947742173838765,0,0.00672878688384741,0,0.143451080209099,0
"Insr",0.571104509611162,1.5295421542128,0.553518240334709,0.614958765696423,0.401559515377561,0.324352483855141,4.58823529411765
"Pld2",0.267724381576282,0.338022869484449,0.780416548983519,0.740414345436844,0.721564942432614,0.106182560366092,2.88235294117647
"Gfra1",0.00168477778143594,0,0.00318179622888216,0.00999867053682203,0.00542311062286003,0.0481853425746885,0
"Gfra3",0,0,0,0,0,0,0
"Ret",0.00356342636437556,0,0.00067644902209362,0,0,0,0
"Atrn",1.8673880229425,1.44844163034658,1.17571675888078,1.00509707145585,1.3680758878896,0.877759521116986,0
"F11r",1.11995123694043,2.93599781021112,0.0137177287576566,0.00313992994889846,0.0178141385670907,0.65035909551981,0
"Mc1r",0.227892029097866,0.048832380540686,0.345216782369268,0.554789765679553,0.257494602746472,0.180435610591162,0
"Mc2r",0,0,0,0,0,0,2
"Mc3r",0.00113258078507017,0,0.00505482300546815,0,0,0,0
"Mc4r",0,0,0.0002678983868749,0,0,0,0
"Mc5r",0,0,0,0,0,0,0
"Avpr1a",0.00377680669839773,0,0,0,0.0116806606062639,0,0
"Avpr1b",0.0034067853294872,0,0.0207613269448984,0,0.00678012717129466,0,0
"Avpr2",0.00245782795935029,0,0,0,0,0,0
"Oxtr",0.0290537198841677,0,0.0102061586826063,0.00370692786945719,0.00360057667168319,0,0
"Itgav",0.859121805906659,0.313438437619888,1.84480383675111,1.34211778399827,1.36534195132599,0.746558270273417,0
"Hfe",0.437827452844435,0.464659597114458,0.0890551434170159,0.0451383613136143,0.144294625114425,0.390294325699831,0
"Ngfr",0.243053639781238,0,0.00042711298756792,0,0.0102710728359522,0,0
"Ntrk2",11.6721699696837,0.0950829488569136,19.2809535633349,20.1370861735023,24.29948884835,0.458187758684226,0
"Sort1",1.22222238886005,1.01088749043577,1.2279991960817,0.996050398665294,1.44292840181785,0.171822955025831,3.41176470588235
"Tlr2",0.118331387681358,0.0732333901715444,0.0975304666148027,0.132883082225909,0.0631771732105587,0.0433862055849269,0
"Tlr4",0.0512355582466777,0.298196116864448,0.0287035449770546,0.0300070442663706,0.0100274955453586,0.238482823002159,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Acvrl1",0.00227999771423366,1.54763348544307,0,0,0,0.143896454021406,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Eng",0.00515261349238232,8.75662490898025,0.0087519015354757,0.0210845964318526,0.00464608411241659,1.09376444535398,14.7647058823529
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Acvr1",1.35672452825222,0.325023716279061,0.462943440287152,0.353899689642321,0.343848453142641,0.910807081928841,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Acvr2b",0.0410945312948333,0.0825444437827046,0.084812024064057,0.0645751629506777,0.105863710796746,0.0302247231734365,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Eng",0.00515261349238232,8.75662490898025,0.0087519015354757,0.0210845964318526,0.00464608411241659,1.09376444535398,14.7647058823529
"Hfe2",0,0,0,0,0.00731210116442773,0,0
"Acvr2b",0.0410945312948333,0.0825444437827046,0.084812024064057,0.0645751629506777,0.105863710796746,0.0302247231734365,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Acvr1",1.35672452825222,0.325023716279061,0.462943440287152,0.353899689642321,0.343848453142641,0.910807081928841,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Acvr1",1.35672452825222,0.325023716279061,0.462943440287152,0.353899689642321,0.343848453142641,0.910807081928841,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Acvr2b",0.0410945312948333,0.0825444437827046,0.084812024064057,0.0645751629506777,0.105863710796746,0.0302247231734365,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Eng",0.00515261349238232,8.75662490898025,0.0087519015354757,0.0210845964318526,0.00464608411241659,1.09376444535398,14.7647058823529
"Cav1",0.00126925392446179,0.823007205026982,0,0,0,1.01344726634807,6.29411764705882
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Erbb2",0.244969142004387,0.184514129608472,0.109983292203998,0.105589878564203,0.127317312637026,0.174819562218071,3
"Erbb3",0.00705453813889155,0,0.00017723020189592,0,0.0210360669431689,0,0
"Erbb4",0.458530919544665,0.0583328490552778,0.436921292768907,0.312896998951085,0.179687502446801,0,0
"Cd79a",0.00807006046733646,0,0,0,0,0,0
"Tnfrsf14",0.274426671304556,0.343762457161635,0.315506877255427,0.534956116130568,0.240002194911088,0.229662512881033,0
"Vtcn1",0,0,0,0,0,0,0
"Cd93",0.0281035204706109,5.90083677647421,0.0295751137685547,0.0235631941145703,0.00840219504403759,0.0621280755710319,0
"Cspg4",0.0192980970605174,0.124365844185156,0.0246889221869479,0.0216016930292731,0.0110131559742493,0.0925663942227922,2.52941176470588
"Lrp1",1.29209918802796,0.566512836128107,3.49346400353372,3.93482130233692,3.18737923668108,8.8107051237412,10.4705882352941
"Avpr2",0.00245782795935029,0,0,0,0,0,0
"Mfrp",0.0376723654552707,0.036752116791894,0.547711172908698,0.868606678048593,0.474943287338033,0.0871511428921856,0
"C3ar1",0.0182280029364966,0.118770334990993,0.038604179296591,0.0132111144286364,0.0481663867348889,0.0830190686410004,0
"C5ar2",0.106127462054885,0.359711402209703,0.218895429329682,0.372248758464276,0.213922043991226,0.195796934747,0
"Cd19",0,0,0,0,0.0109091311422219,0,0
"Cd46",0.141729305529066,0.295373418336253,0.308742783656206,0.168620764019422,0.172808581005259,0.0931162993184056,0
"Itgam",0.0201047134363113,0.00868527011452517,0.0439551482092896,0.0171757988119153,0.0380700517263707,0.0185646853452083,0
"Itgax",0,0,0,0,0,0,0
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Lrp1",1.29209918802796,0.566512836128107,3.49346400353372,3.93482130233692,3.18737923668108,8.8107051237412,10.4705882352941
"C5ar1",0,0,0.00081387867681172,0,0,0.0249531751175466,0
"C5ar2",0.106127462054885,0.359711402209703,0.218895429329682,0.372248758464276,0.213922043991226,0.195796934747,0
"Calcr",0,0,0.00109466749294707,0.00104212840904484,0,0,0
"Calcrl",0.00066665700119819,2.19952740573343,0.00954931586909247,0,0.00638261918447399,1.33058411794503,0
"Ramp1",0.0260574188388527,0.0325812720635735,2.74053596520128,3.80916200482141,2.98259982213779,0,2.88235294117647
"Itga2b",0.225157600296777,0.199729648053334,0.00572908699480916,0.00477587297842014,0.00938487726992199,0.0846500896341391,0
"Itga3",0.178765965899265,0.652511360147355,0.0272089295787445,0.0306721959780115,0.0669347809296182,0.233120145008603,0
"Itgav",0.859121805906659,0.313438437619888,1.84480383675111,1.34211778399827,1.36534195132599,0.746558270273417,0
"Lrp1",1.29209918802796,0.566512836128107,3.49346400353372,3.93482130233692,3.18737923668108,8.8107051237412,10.4705882352941
"Mtnr1a",0,0,0,0,0,0,0
"Scarf1",0.0141269274583962,0.856331212670194,0.00305548978189722,0,0.00400565080782585,0,0
"Tshr",0.830909322974883,0,0.00649081840409535,0.00493251811826244,0.236407110511062,0,0
"Fpr2",0.00286700236330911,0,0,0,0,0,0
"Cckar",0,0,0.00535874361937036,0.00729254080919599,0,0,0
"Cckbr",0.0003686913573786,0,0.00603173663237232,0.00791663382255199,0.0269249663940722,0,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ackr4",0.259285341528859,0,0.0204466569874554,0.00775324492824215,0.0366779222661372,0.0292582944108735,0
"Ccr2",0.0528321915116204,0.0447654510492216,0.0535426409986401,0.0352084763042201,0.0199854320639481,0.0704803278451212,0
"Ccr3",0,0,0,0,0,0,0
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Cxcr3",0,0,0,0,0,0,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ackr4",0.259285341528859,0,0.0204466569874554,0.00775324492824215,0.0366779222661372,0.0292582944108735,0
"Ccr1",0,0,0,0,0.00761690875273423,0,0
"Ccr2",0.0528321915116204,0.0447654510492216,0.0535426409986401,0.0352084763042201,0.0199854320639481,0.0704803278451212,0
"Ccr3",0,0,0,0,0,0,0
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Cxcr3",0,0,0,0,0,0,0
"Ccr4",0.00295197335957241,0.0575156314102655,0.0123872315170395,0.00376071060385146,0.0433327550689042,0,0
"Ccr8",0,0,0,0,0,0,0
"Ccr8",0,0,0,0,0,0,0
"Ccr6",0.00473175359182722,0.0166448955691841,0.00207188644735341,0.00449545633494254,0.0226202998470896,0,0
"Cxcr3",0,0,0,0,0,0,0
"Ccr4",0.00295197335957241,0.0575156314102655,0.0123872315170395,0.00376071060385146,0.0433327550689042,0,0
"Ccr2",0.0528321915116204,0.0447654510492216,0.0535426409986401,0.0352084763042201,0.0199854320639481,0.0704803278451212,0
"Ccr3",0,0,0,0,0,0,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ackr4",0.259285341528859,0,0.0204466569874554,0.00775324492824215,0.0366779222661372,0.0292582944108735,0
"Ccr10",0.0161078213866097,0,0.00502428044056225,0,0.00287690969471244,0,0
"Ccr9",0.0554566704929571,0.0200475342999017,0.0336201325663885,0.0371411670744811,0.0183670090284352,0.0678822347260195,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ccr10",0.0161078213866097,0,0.00502428044056225,0,0.00287690969471244,0,0
"Ccr3",0,0,0,0,0,0,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ackr4",0.259285341528859,0,0.0204466569874554,0.00775324492824215,0.0366779222661372,0.0292582944108735,0
"Ccr1",0,0,0,0,0.00761690875273423,0,0
"Ccr10",0.0161078213866097,0,0.00502428044056225,0,0.00287690969471244,0,0
"Ccr2",0.0528321915116204,0.0447654510492216,0.0535426409986401,0.0352084763042201,0.0199854320639481,0.0704803278451212,0
"Ccr3",0,0,0,0,0,0,0
"Ccr4",0.00295197335957241,0.0575156314102655,0.0123872315170395,0.00376071060385146,0.0433327550689042,0,0
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ccr1",0,0,0,0,0.00761690875273423,0,0
"Ccr3",0,0,0,0,0,0,0
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Ccr8",0,0,0,0,0,0,0
"Ackr2",0,0.00930742789989824,0,0,0,0.0272164971972791,0
"Ackr4",0.259285341528859,0,0.0204466569874554,0.00775324492824215,0.0366779222661372,0.0292582944108735,0
"Ccr1",0,0,0,0,0.00761690875273423,0,0
"Ccr3",0,0,0,0,0,0,0
"Ccr4",0.00295197335957241,0.0575156314102655,0.0123872315170395,0.00376071060385146,0.0433327550689042,0,0
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Cxcr3",0,0,0,0,0,0,0
"Gpr75",0.0301180899571685,0,0.0268931667974501,0.0175084570093073,0.0439051036174072,0,0
"Sdc1",0.156053127009005,0.053930303089048,0.0107731630131442,0,0.00957022030016141,0.319083748374192,0
"Sdc4",0.802124764714772,0.116304289426713,3.60412290096804,3.67041025375528,3.4682690278393,0.720183636677898,7.11764705882353
"Itga4",0.146577820419673,0.358803861792282,0.153579840598687,0.0679279801923704,0.112065638629605,0.130392600727463,0
"Itgb1",0.971920120961111,5.11786804847178,0.849542180894509,0.874730219739627,0.882855312295246,3.80961657711046,5.76470588235294
"Sell",0.00804442846637836,0.058738873633674,0.00658713232122741,0.00115007200138409,0.00615810673791285,0.0352597562643417,3.05882352941176
"Cd40",0.0241694994193705,0.372477841020392,0.0088744637331574,0.0134473849120816,0.01068284732585,0.327077946356368,0
"Cd5",0,0,0,0,0,0.0057461948159976,0
"Cd27",0,0,0.0260251361597167,0.021487044667523,0.0213732144021191,0.00788984779214315,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Igf1r",2.55216408663783,1.34820482717897,1.43314392908819,0.974823227720069,1.42694290304273,1.42480570962959,0
"Itgae",0.00943874984793734,0,0.00581543508747677,0.0100944985338439,0.0160749143773578,0.0113591257270196,0
"Itgb7",0.00421030485519546,0.0710653129119394,0.00103468951422467,0,0,0.0512687306909164,0
"Ptprf",4.44394812226724,0.13907399090251,2.23628993808954,2.05565463421481,2.42310747116561,0.333188039924126,0
"Ptprm",0.459053529171272,1.83099177580733,0.383984014187211,0.346155029296807,0.3581703691755,0.454470987056848,0
"Cxcr4",0.430363364454088,0.193327927513896,0.218404293318237,0.109037884509679,0.358435705007933,0.160523364507798,0
"Itgam",0.0201047134363113,0.00868527011452517,0.0439551482092896,0.0171757988119153,0.0380700517263707,0.0185646853452083,0
"Sell",0.00804442846637836,0.058738873633674,0.00658713232122741,0.00115007200138409,0.00615810673791285,0.0352597562643417,3.05882352941176
"Fshr",0,0,0,0,0,0.0251246947194437,0
"Lhcgr",0,0,0.0254583821428877,0.0157275505737517,0.00425686984080559,0,0
"Tshr",0.830909322974883,0,0.00649081840409535,0.00493251811826244,0.236407110511062,0,0
"F11r",1.11995123694043,2.93599781021112,0.0137177287576566,0.00313992994889846,0.0178141385670907,0.65035909551981,0
"Itga2",0.0130952466357962,0,0.0386104485290232,0.0354715963614642,0.0682556605488176,0,0
"Itgb1",0.971920120961111,5.11786804847178,0.849542180894509,0.874730219739627,0.882855312295246,3.80961657711046,5.76470588235294
"Cntfr",1.93138843713993,0.0143702848209997,2.09717636741329,2.48296062929223,1.70540194330081,5.48803099376076,0
"Crlf1",0.01268475198686,0,0.0113329588256527,0.00262625243923766,0.270118382417106,0,0
"Il6st",2.16181721054321,1.78260995111457,1.24086480871871,1.10757162302607,3.31390677068295,4.92268354087446,0
"Lifr",0.174701929540934,2.45828817074521,1.24045340898286,0.831088978009454,0.830391807262631,0.497763056114128,3.35294117647059
"Cntfr",1.93138843713993,0.0143702848209997,2.09717636741329,2.48296062929223,1.70540194330081,5.48803099376076,0
"Il6ra",0.0265945562157384,0.0270163545400038,0.0577669041952582,0.0480394629566344,0.0430331530968158,0.18696255748408,0
"Il6st",2.16181721054321,1.78260995111457,1.24086480871871,1.10757162302607,3.31390677068295,4.92268354087446,0
"Lifr",0.174701929540934,2.45828817074521,1.24045340898286,0.831088978009454,0.830391807262631,0.497763056114128,3.35294117647059
"Cntn1",0.147005421059073,0.0916968481446259,1.08120341695549,0.813600960351777,1.53194351617132,0.0922433756694929,0
