"Receptor_ApprovedSymbol","B2.tanycytes 1","Plvap.ECs","ME.astrocytes 1","ME.astrocytes 2","Gfap.high astrocytes","fibroblasts.1","ME.pericytes"
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Nrp1",0.0867459372077028,9.29283339295421,0.874011985438398,0.54056169813911,0.784697396767249,1.9751771054833,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Phex",0.0673716087086819,0.0767635997910636,0.100544618169866,0.0871606614284206,0.0773102179593778,1.66654217633471,0
"Cd44",3.5972281851844,0.060985704459368,0.124439137261867,0.081718927319548,0.652817889997776,0.293080120642198,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfrl1",0.601279459874597,0.163949824251853,0.730371608287471,0.752500154402913,0.482433878534534,0.198982432473982,0
"Gpc4",0.807419227290698,0,0.0720621148500065,0.0987313743141408,0.0745628041910803,0.213163697944294,2.88235294117647
"Nrp1",0.0867459372077028,9.29283339295421,0.874011985438398,0.54056169813911,0.784697396767249,1.9751771054833,0
"Sdc1",0.156053127009005,0.053930303089048,0.0107731630131442,0,0.00957022030016141,0.319083748374192,0
"Sdc2",1.84386462670561,0.246911163037309,2.72914809779331,2.23972958603653,2.20541705945331,4.31305091087874,8.94117647058824
"Sdc3",4.04058183036382,0.977637312886285,3.99581866927813,4.09525253426661,3.31269058038458,1.90908052418703,10.2352941176471
"Sdc4",0.802124764714772,0.116304289426713,3.60412290096804,3.67041025375528,3.4682690278393,0.720183636677898,7.11764705882353
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Nrp1",0.0867459372077028,9.29283339295421,0.874011985438398,0.54056169813911,0.784697396767249,1.9751771054833,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Nrp1",0.0867459372077028,9.29283339295421,0.874011985438398,0.54056169813911,0.784697396767249,1.9751771054833,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Fgfr1",4.6487169260458,0.392468501098363,1.2397165721608,1.29857959570458,0.983625319787124,5.68686302437527,9.11764705882353
"Fgfr2",1.57274257867371,0.107926528627317,0.642571233301164,0.490350734047614,0.716745733661786,0.957196740726348,4.82352941176471
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Fgfr4",0,0,0,0,0,0,0
"Itga2b",0.225157600296777,0.199729648053334,0.00572908699480916,0.00477587297842014,0.00938487726992199,0.0846500896341391,0
"Itga5",0.00860020380375099,0.159810647760484,0.00804279578347005,0.0193527236476167,0,0.0219114137779475,3.35294117647059
"Itgav",0.859121805906659,0.313438437619888,1.84480383675111,1.34211778399827,1.36534195132599,0.746558270273417,0
"Itgb1",0.971920120961111,5.11786804847178,0.849542180894509,0.874730219739627,0.882855312295246,3.80961657711046,5.76470588235294
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Flt3",0.0576070363321882,0,0.0509769334464963,0.00404034491794868,0.0641884237772854,0.0545203437948433,0
"Cd44",3.5972281851844,0.060985704459368,0.124439137261867,0.081718927319548,0.652817889997776,0.293080120642198,0
"Col13a1",0.617347060604963,5.1003204729166,0.00272421215068731,0,0,2.26825833081121,0
"Itga2",0.0130952466357962,0,0.0386104485290232,0.0354715963614642,0.0682556605488176,0,0
"Itga2b",0.225157600296777,0.199729648053334,0.00572908699480916,0.00477587297842014,0.00938487726992199,0.0846500896341391,0
"Itga3",0.178765965899265,0.652511360147355,0.0272089295787445,0.0306721959780115,0.0669347809296182,0.233120145008603,0
"Itga4",0.146577820419673,0.358803861792282,0.153579840598687,0.0679279801923704,0.112065638629605,0.130392600727463,0
"Itga5",0.00860020380375099,0.159810647760484,0.00804279578347005,0.0193527236476167,0,0.0219114137779475,3.35294117647059
"Itga8",0.0022988829496185,0.0618978142483381,0,0,0,0.344989138485634,0
"Itga9",0.36489904095033,0.295395531832165,0,0,0.00761422219517133,0.0488447065427596,0
"Itgav",0.859121805906659,0.313438437619888,1.84480383675111,1.34211778399827,1.36534195132599,0.746558270273417,0
"Itgb1",0.971920120961111,5.11786804847178,0.849542180894509,0.874730219739627,0.882855312295246,3.80961657711046,5.76470588235294
"Itgb3",0.0234101983383345,0.110808027732947,0.0259359764597724,0.020650204405961,0.0298685484338866,0.025838089013646,0
"Itgb6",0.0302532861172666,0.0784167022428761,0.0340978027015626,0.0402494311647832,0.0247673459281749,0.0315285556151404,0
"Itgb7",0.00421030485519546,0.0710653129119394,0.00103468951422467,0,0,0.0512687306909164,0
"Itgb8",1.00026465016964,0.0516434048223531,3.88697498895311,2.98387605579782,3.09445979093884,0.201958459092579,0
"Mag",0.0234528288249372,0.0405684493789642,0.0212894149320717,0.00536703139464226,0.0125736149753182,0,0
"Nt5e",0.0112045005140389,0.015620953441492,0.0384076234256616,0.0239780081792853,0.0572287640491383,0.676712873788849,0
"Plaur",0.0064868349921267,0.367700619645782,0.00103884261239851,0,0.0249970928404143,0.0130878423247597,0
"Sdc2",1.84386462670561,0.246911163037309,2.72914809779331,2.23972958603653,2.20541705945331,4.31305091087874,8.94117647058824
"Tmprss6",0,0,0,0,0,0,0
"Tnfrsf11b",0.030076808011957,0,0.0066794629299652,0.0254218035784416,0.0204084500902707,0.017303213310492,0
"Tshr",0.830909322974883,0,0.00649081840409535,0.00493251811826244,0.236407110511062,0,0
"Fshr",0,0,0,0,0,0.0251246947194437,0
"Galr1",0,0,0.00404253907311452,0,0,0,0
"Galr2",0.0103655553866171,0,0.00383339855017932,0,0.00282500226219691,0.0118749811293754,0
"Galr3",0,0,0,0,0,0,0
"Galr1",0,0,0.00404253907311452,0,0,0,0
"Galr2",0.0103655553866171,0,0.00383339855017932,0,0.00282500226219691,0.0118749811293754,0
"Galr3",0,0,0,0,0,0,0
"Gpr151",0,0,0,0,0,0,0
"Axl",1.4079387818636,0.15830772035421,2.1343943068158,1.90119378295598,2.51763347187606,4.26719421151974,5.17647058823529
"Mertk",0.229990347488671,0.668469598202266,1.28124105130333,1.38186333467863,0.964376392225142,0.631553651827906,3.76470588235294
"Tyro3",0.3179799093091,0,0.350326573941603,0.408920218786399,0.22955229519656,0.0466734576528231,0
"Cckbr",0.0003686913573786,0,0.00603173663237232,0.00791663382255199,0.0269249663940722,0,0
"Acvr1b",0.261911849980171,0.107775669378318,0.291345943461936,0.243638876546542,0.265066083025223,0.108862701452356,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Acvr2b",0.0410945312948333,0.0825444437827046,0.084812024064057,0.0645751629506777,0.105863710796746,0.0302247231734365,0
"Acvr1",1.35672452825222,0.325023716279061,0.462943440287152,0.353899689642321,0.343848453142641,0.910807081928841,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Acvr2b",0.0410945312948333,0.0825444437827046,0.084812024064057,0.0645751629506777,0.105863710796746,0.0302247231734365,0
"Acvrl1",0.00227999771423366,1.54763348544307,0,0,0,0.143896454021406,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Eng",0.00515261349238232,8.75662490898025,0.0087519015354757,0.0210845964318526,0.00464608411241659,1.09376444535398,14.7647058823529
"Acvr1",1.35672452825222,0.325023716279061,0.462943440287152,0.353899689642321,0.343848453142641,0.910807081928841,0
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Acvr2b",0.0410945312948333,0.0825444437827046,0.084812024064057,0.0645751629506777,0.105863710796746,0.0302247231734365,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Ror2",0.00052119622015466,0,0.161289071852143,0.161735426074549,0.145445104917585,0.592713476498156,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Acvr2a",0.273530372709068,0.610153043849763,0.285127677898338,0.288213370904719,0.206362563049205,0.376489739886943,0
"Bmpr1a",1.65387271534962,0.0246700495599303,1.38491221307091,0.997314713948054,1.87199735395549,1.56145711446395,4.23529411764706
"Bmpr1b",0.0509578210731966,0,0.99269066602645,0.907913466617354,1.11503804076717,0.119199642744808,0
"Bmpr2",1.20722035496328,5.76357127963327,1.39002437145414,1.10701104034623,1.63506842532227,1.81435090328127,6
"Fxyd6",0.0245557839974276,0.304899697246536,0.0164578678887363,0.0492164094084557,0.670548942606917,1.04748489547975,0
"Orai2",0.0975562858216275,0.107275749307502,0.0120975629237834,0.00553143051752936,0.0411210024566219,0.0803007845254411,0
"Tgfbr1",0.339665576462471,0.261201658334289,0.17772460347314,0.129623901980842,0.0930383741905492,1.05323379479246,0
"Gfra1",0.00168477778143594,0,0.00318179622888216,0.00999867053682203,0.00542311062286003,0.0481853425746885,0
"Gfra2",0.0273821803878699,0.0523216624236687,0.0185380781769568,0.0215189150397762,0.176963433939841,0.224749230450335,2.41176470588235
"Ret",0.00356342636437556,0,0.00067644902209362,0,0,0,0
"Ghrhr",0,0,0,0,0,0,0
"Vipr1",0,0,0,0,0,0.0371404419861393,0
"Ghrhr",0,0,0,0,0,0,0
"Ghsr",0,0,0,0.0024581873676147,0,0,0
"Gpr39",0.00169456454014444,0,0,0,0,0,0
"Dpp4",0.00334106207556229,0.0277071665823463,0,0,0,0.0331754851252911,0
"Gipr",0.00288564746878353,0,0.00060092318233256,0,0,0,0
"Adcy1",0.0109281793879089,0,0.0132205286749824,0.031270585703664,0.0682997018280245,0.428217934852442,0
"Adora1",0.11050043146826,0,1.08539687480963,1.02300362317692,1.12804862835978,0.00934227401434389,0
"Adra2a",0.00708919881089328,0,1.87700181629435,1.52689575038828,1.36673284328258,0.132117925035832,0
"Adra2b",0.0707189101775315,0,0.114010232021226,0.232283639876086,0.0662348512617096,0.177813062497179,0
"Agtr2",0,0,0,0,0,0.0128421864038721,0
"C5ar1",0,0,0.00081387867681172,0,0,0.0249531751175466,0
"Cav1",0.00126925392446179,0.823007205026982,0,0,0,1.01344726634807,6.29411764705882
"Ccr5",0.133701219410885,0.189060184979652,0.18727443611923,0.111611827109022,0.0552174279692625,0.162079604257034,0
"Chrm1",0.00825799103393267,0.101065823865565,0.0249562481065278,0.0119361256809703,0.0812268794457551,0.0322183499456383,0
"Cnr1",0.00599061887952636,0,0.0154804721044427,0.0167824492650875,0.016504542751508,0,0
"Cxcr1",0,0,0,0,0,0,0
"Cxcr2",0.21676666814535,0.0372295590839708,0.287591868475344,0.298452066021939,0.221652321508485,0.026548132680509,0
"Drd2",0,0,0,0,0,0.0099478190673914,0
"Ednra",0.16442629438487,0.296668582939649,0.354210548318715,0.29120150632324,0.311377881133123,0.733811479425529,3.29411764705882
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"F2r",0.309010182662144,3.08214482885519,0.299994324708582,0.188078516236468,0.478600713513598,1.77541451338205,0
"Fpr1",0,0,0,0,0,0.0107111430155148,3
"Igf1r",2.55216408663783,1.34820482717897,1.43314392908819,0.974823227720069,1.42694290304273,1.42480570962959,0
"Lhcgr",0,0,0.0254583821428877,0.0157275505737517,0.00425686984080559,0,0
"Lpar3",0,0,0.00206927058808899,0,0.00416810623581653,0.0270443724742619,0
"Mtnr1a",0,0,0,0,0,0,0
"Mtnr1b",0,0,0,0,0,0,0
"Oprd1",0.0178134843623243,0,0.0118477133554107,0.0145062189249799,0.00674024338216809,0.0351219765270514,0
"Oprm1",0,0,0.00175402769337369,0,0,0,0
"P2ry12",0.00185764149099168,0.0120950770900795,0.0198188634681689,0.0250057280466896,0.111591134054128,0.0557104813873598,3.23529411764706
"Ptpru",0.00456981816164791,2.22100209408384,0.0237840982875286,0.0311310134017715,0.0372900155869559,0.131045463824192,0
"Tbxa2r",0.00520318243315435,1.48637515349952,0.00568047611257161,0.0092957115002654,0,0.0246304489209245,0
"Tshr",0.830909322974883,0,0.00649081840409535,0.00493251811826244,0.236407110511062,0,0
"Adora1",0.11050043146826,0,1.08539687480963,1.02300362317692,1.12804862835978,0.00934227401434389,0
"Adrb3",0.0135875236461368,0,0.0127567282491107,0.024619533957144,0.0375194308431669,0.144851366508211,0
"Avpr2",0.00245782795935029,0,0,0,0,0,0
"Crhr1",0,0,0.00041077459939265,0,0,0,0
"Gcgr",0,0,0,0,0,0,0
"Htr6",0.0930235460127554,0,0,0,0.00115307598695374,0,0
"Lhcgr",0,0,0.0254583821428877,0.0157275505737517,0.00425686984080559,0,0
"Ptgdr",0.00306030674858213,0,0.00404906174464765,0.00237131812838231,0.00849880064230129,0.0102306372827954,0
"Ptgir",0,0.0245507541130229,0,0,0,0.0834928993465733,0
"Tshr",0.830909322974883,0,0.00649081840409535,0.00493251811826244,0.236407110511062,0,0
"Vipr1",0,0,0,0,0,0.0371404419861393,0
"Tgfbr1",0.339665576462471,0.261201658334289,0.17772460347314,0.129623901980842,0.0930383741905492,1.05323379479246,0
"Gnrhr",0,0,0,0,0,0,0
"Cd81",7.0377792295184,11.5492790885739,38.3423923353831,40.2452546956874,30.1099732164996,5.63739189070757,8.23529411764706
"Igf1r",2.55216408663783,1.34820482717897,1.43314392908819,0.974823227720069,1.42694290304273,1.42480570962959,0
"Tshr",0.830909322974883,0,0.00649081840409535,0.00493251811826244,0.236407110511062,0,0
"Amfr",2.81338855305878,1.16672072452011,2.12957545766022,2.49211106022439,2.89721206766438,1.72684041735485,0
"Brs3",0,0,0.00029240265359817,0,0,0,0
"Grpr",0.0515702208800936,0,0,0,0.00655831161161456,0,0
"Nmbr",0,0,0,0,0,0,0
"Gucy2c",0,0,0.0022747400334342,0,0,0,0
"Gucy2c",0,0,0.0022747400334342,0,0,0,0
"Gucy2e",0.00417482691073253,0,0.0276556515540057,0.0347129556248014,0.0588981340666643,0,0
"Cd44",3.5972281851844,0.060985704459368,0.124439137261867,0.081718927319548,0.652817889997776,0.293080120642198,0
"Hmmr",0.0111221877476869,0.0104398374341341,0.00367604983478596,0.00759007640490404,0.00863829346106025,0.0643962709472885,0
"Cd44",3.5972281851844,0.060985704459368,0.124439137261867,0.081718927319548,0.652817889997776,0.293080120642198,0
"Cd82",0.182908963408832,0.055310549172425,0.321390440205961,0.436474149356781,0.644990919035873,0.678782366861745,0
"Cd9",3.80053614587788,0.775872486190485,3.35379627845208,3.47556516063797,6.16388341529301,2.98045955155811,7.23529411764706
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Erbb2",0.244969142004387,0.184514129608472,0.109983292203998,0.105589878564203,0.127317312637026,0.174819562218071,3
"Erbb4",0.458530919544665,0.0583328490552778,0.436921292768907,0.312896998951085,0.179687502446801,0,0
"Hcrtr1",0,0,0,0,0,0,0
"Hcrtr2",0,0,0,0,0,0,0
"Npffr2",0,0,0,0,0,0,0
"Cd44",3.5972281851844,0.060985704459368,0.124439137261867,0.081718927319548,0.652817889997776,0.293080120642198,0
"Met",0.00535846541964442,0,0,0.00203438947096258,0.00795047581047371,0.00860981473958257,0
"Sdc1",0.156053127009005,0.053930303089048,0.0107731630131442,0,0.00957022030016141,0.319083748374192,0
"Sdc2",1.84386462670561,0.246911163037309,2.72914809779331,2.23972958603653,2.20541705945331,4.31305091087874,8.94117647058824
"St14",0.065477272516847,0.0094123438959166,0.0722070075007115,0.0406061287264045,0.059435252673987,0.0894541523080991,2.70588235294118
"Klrc1",0,0,0,0,0,0,0
"Klrd1",0,0,0,0,0,0,0
"Itgam",0.0201047134363113,0.00868527011452517,0.0439551482092896,0.0171757988119153,0.0380700517263707,0.0185646853452083,0
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Agtr1a",0.00444519033456834,0.170433949457236,0.0066136485051767,0,0,0.0965682204786452,0
"Cav1",0.00126925392446179,0.823007205026982,0,0,0,1.01344726634807,6.29411764705882
"Grin2d",0.0416814678512795,0,0.00313460628872693,0,0.00312995981466012,0.0877708125548382,0
"Insr",0.571104509611162,1.5295421542128,0.553518240334709,0.614958765696423,0.401559515377561,0.324352483855141,4.58823529411765
"Tlr2",0.118331387681358,0.0732333901715444,0.0975304666148027,0.132883082225909,0.0631771732105587,0.0433862055849269,0
"Tlr9",0,0,0,0,0,0,0
"Cftr",0,0,0,0,0,0,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Fgfr3",0.150512590909114,0.11183782339677,12.758545579579,12.416857181447,7.76057177228461,0.0811878615705968,0
"Col13a1",0.617347060604963,5.1003204729166,0.00272421215068731,0,0,2.26825833081121,0
"Itga2",0.0130952466357962,0,0.0386104485290232,0.0354715963614642,0.0682556605488176,0,0
"Itgb1",0.971920120961111,5.11786804847178,0.849542180894509,0.874730219739627,0.882855312295246,3.80961657711046,5.76470588235294
"Ptprs",1.4407527505747,0.331104121581666,1.21193373244318,1.17481664092615,1.74917721747764,1.36838726152779,4.41176470588235
"Calcr",0,0,0.00109466749294707,0.00104212840904484,0,0,0
"Ramp1",0.0260574188388527,0.0325812720635735,2.74053596520128,3.80916200482141,2.98259982213779,0,2.88235294117647
"Ramp2",0.231960291736052,3.82240942024005,0.315927451364508,0.538726441487743,0.730155304014545,2.93928381621961,0
"Egfr",0.101991487974932,0.201844952391888,1.440591261088,1.2017382800557,0.661957936135657,0.408744196658216,0
"Il2ra",0.0637230976809409,0.174140139349811,0.161954489682638,0.232632858656792,0.185238694579189,0.0766676934699138,0
"Il2rg",0,0.125316042824824,0,0,0,0.0484718507795487,0
"Itgal",0.00187888346754358,0,0.00093489797508217,0,0,0.0374205927454777,0
"Itgam",0.0201047134363113,0.00868527011452517,0.0439551482092896,0.0171757988119153,0.0380700517263707,0.0185646853452083,0
"Itgax",0,0,0,0,0,0,0
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Itgal",0.00187888346754358,0,0.00093489797508217,0,0,0.0374205927454777,0
"Itgam",0.0201047134363113,0.00868527011452517,0.0439551482092896,0.0171757988119153,0.0380700517263707,0.0185646853452083,0
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Itga2b",0.225157600296777,0.199729648053334,0.00572908699480916,0.00477587297842014,0.00938487726992199,0.0846500896341391,0
"Itga4",0.146577820419673,0.358803861792282,0.153579840598687,0.0679279801923704,0.112065638629605,0.130392600727463,0
"Itgal",0.00187888346754358,0,0.00093489797508217,0,0,0.0374205927454777,0
"Itgam",0.0201047134363113,0.00868527011452517,0.0439551482092896,0.0171757988119153,0.0380700517263707,0.0185646853452083,0
"Itgav",0.859121805906659,0.313438437619888,1.84480383675111,1.34211778399827,1.36534195132599,0.746558270273417,0
"Itgb1",0.971920120961111,5.11786804847178,0.849542180894509,0.874730219739627,0.882855312295246,3.80961657711046,5.76470588235294
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Itgb3",0.0234101983383345,0.110808027732947,0.0259359764597724,0.020650204405961,0.0298685484338866,0.025838089013646,0
"Rhag",0.0121122640375871,0,0.00063999340947307,0.00463823677439183,0.0053547525938155,0,0
"Itgal",0.00187888346754358,0,0.00093489797508217,0,0,0.0374205927454777,0
"Itgb2",0,0.243379314796488,0.0011289423520281,0,0,0.0779615168090255,0
"Ifnar1",0.399750825775039,0.443394959608649,0.584392690444358,0.511695174639396,0.460344860870333,0.435212247347268,0
"Ifnar2",0.257699939797563,1.10672550391454,0.442118140107572,0.388297487431178,0.522248160760377,0.63920643273742,0
"Ifngr1",1.46060073164251,2.63331261560673,1.31523394344583,1.11855655460061,1.39213166264432,4.03447562413775,3.11764705882353
"Ifngr2",0.142052290144216,0.677399796797591,0.145856428198285,0.133180639461569,0.156569297355377,0.473074536413906,0
"Igf1r",2.55216408663783,1.34820482717897,1.43314392908819,0.974823227720069,1.42694290304273,1.42480570962959,0
"Igf1r",2.55216408663783,1.34820482717897,1.43314392908819,0.974823227720069,1.42694290304273,1.42480570962959,0
"Igf2r",0.908383631396758,0.574200110444299,0.223809805551517,0.180370947350475,0.272116864463508,0.831712233253644,0
"Insr",0.571104509611162,1.5295421542128,0.553518240334709,0.614958765696423,0.401559515377561,0.324352483855141,4.58823529411765
"Fzd8",1.0564337480651,0.204060772491602,0.313899857509653,0.306613729048772,0.200504352116452,0.498716698686814,3
"Lrp6",1.42695785000995,0.444235325575841,0.424565111599081,0.317783826864767,0.417855632125384,1.77537435831104,0
"Igflr1",0.0167617291920322,0,0.0243637817968265,0.00645852773411912,0.0116503287934193,0.0333812936389331,0
"Boc",0.140055984848948,0.492022643899133,1.14836954281294,0.869239228859029,0.991242909370653,1.05323136664667,0
"Cdon",0.0301329549936901,0,0.00877591345713022,0,0.0331573548464824,0.0449217087664113,0
"Hhip",0.143586198706318,0,0.520826730319036,0.451931045996317,0.277539443475669,0.166854656819486,0
"Ptch1",3.53798322221731,0.682745860006937,11.9784083307923,10.5515931092665,6.82822826161801,1.3974901182085,0
"Ptch2",0.0131941736201023,0.0183114628687367,0.160643603910312,0.167456837464863,0.218927407437676,0.0327759389089868,0
"Il10ra",0.0022372101767122,0,0.00277043752977795,0,0,0.0561181857299366,0
"Il10rb",0.364388896476275,0.794225764752596,0.270596801080485,0.227344628549142,0.195071868325914,0.275663538858448,0
"Il6st",2.16181721054321,1.78260995111457,1.24086480871871,1.10757162302607,3.31390677068295,4.92268354087446,0
"Cd28",0,0,0.00709702447992002,0,0.0228267067760665,0.0819480794249999,0
"Il12rb1",0.00487744008845577,0.0168507443391759,0.00232835784828771,0,0,0,0
"Il12rb2",0.0424886271560784,0,0.0255211852789427,0.00732424533126638,0.0078208082141197,0.0264600021560893,0
"Il12rb1",0.00487744008845577,0.0168507443391759,0.00232835784828771,0,0,0,0
"Il12rb2",0.0424886271560784,0,0.0255211852789427,0.00732424533126638,0.0078208082141197,0.0264600021560893,0
"Il23r",0,0,0.00225171774798664,0,0,0,0
"Il13ra1",0.039619638555769,0.0341564357079168,0.0130968109877698,0.0351500124522292,0.0237160851281872,0.248888897916476,0
"Il13ra2",0.00100960561930113,0,0.00580992965846329,0,0,0,0
"Il2rg",0,0.125316042824824,0,0,0,0.0484718507795487,0
"Il4ra",0.118766731957219,0.14256478271347,0.0971799070273536,0.100846654068991,0.117186404549263,0.14358025774295,0
"Il15ra",0.0974588050476835,0.360330138112566,0.232999013786417,0.0667857438172833,0.0662089564407354,0.159966590521202,0
"Il2ra",0.0637230976809409,0.174140139349811,0.161954489682638,0.232632858656792,0.185238694579189,0.0766676934699138,0
"Il2rb",0.00201326987827959,0,0.00584910897067263,0.00563332295394366,0.0085897979586853,0.041372516581643,0
"Il2rg",0,0.125316042824824,0,0,0,0.0484718507795487,0
"Cd4",0.0230411488778361,0.0163483594977235,0.00572466755921714,0,0,0.0937900166307095,0
"Grin2c",0,0,1.07294008751618,0.950375770560143,0.634936418765893,0,0
"Grin2d",0.0416814678512795,0,0.00313460628872693,0,0.00312995981466012,0.0877708125548382,0
"Kcna3",0,0,0,0,0,0,0
"Kcnd1",0.0183254394104229,0,0.0722369773815776,0.110359897706052,0.081760256583082,0,0
"Kcnd2",0.00643226653078204,0,1.29741098792303,1.08467340858061,0.691865339214422,0,0
"Kcnj10",0.111355235362329,0.168393963179988,11.112041775843,10.4530719735286,9.19701276121956,0.00910294803149417,0
