"","cortex astrocytes","Endothelial cells 1","Endothelial cells 3","ME astrocytes","Microglia","Mural cells","Neurons 1","Neurons 2","Neurons 3","Neurons 4","Neurons 5","Neurons 6","Neurons 12","Neurons 13","Oligodendrocytes 1","Oligodendrocytes 2","Oligodendrocytes 3","OPCs","PVMs 1","PVMs 2","Tanycytes 1","T cells"
"Amh.1",0.00297874260315729,0,0,0,0,0,0.000689011073094999,0.000844348775901143,0,0,0,0.00210678722177054,0,0,0.00114765499654556,0.00154603473012418,0,0,0,0,0,0
"Amh.2",0.00297874260315729,0,0,0,0,0,0.000689011073094999,0.000844348775901143,0,0,0,0.00210678722177054,0,0,0.00114765499654556,0.00154603473012418,0,0,0,0,0,0
"Angpt1",0.0478707909909722,0.00921104888069857,0,0,0.000772721090958545,0.32841348643413,0.0209351782421037,0.0123584904117161,0.0292671380114543,0,0.742059958444642,0.0113564882660094,0.141650160390089,0,0.0155301707730829,0.00258787920193946,0.0145366162827546,0.0169537560454327,0,0,0,0
"Angpt1.1",0.0478707909909722,0.00921104888069857,0,0,0.000772721090958545,0.32841348643413,0.0209351782421037,0.0123584904117161,0.0292671380114543,0,0.742059958444642,0.0113564882660094,0.141650160390089,0,0.0155301707730829,0.00258787920193946,0.0145366162827546,0.0169537560454327,0,0,0,0
"Angpt1.2",0.0478707909909722,0.00921104888069857,0,0,0.000772721090958545,0.32841348643413,0.0209351782421037,0.0123584904117161,0.0292671380114543,0,0.742059958444642,0.0113564882660094,0.141650160390089,0,0.0155301707730829,0.00258787920193946,0.0145366162827546,0.0169537560454327,0,0,0,0
"Angpt2",0.00475536377609676,0.291032593718385,0.142623285455505,0,0.00659807897063796,0.672768419359277,0.00898664580107437,0.0140830384102057,0.0275748537498924,0,0,0.0160455193473217,0.0609954129616536,0,0.00662771446710168,0.00739887244005224,0,0.0457167469165641,0,0,0,0
"Angpt4",0.00227752008944989,0.00637312072602591,0,0,0.00367233785802081,0.0181666504731678,0.00170981334651829,0.0026304941687677,0,0,0,0.00369756605987088,0,0,0.010378850148728,0.0256866583116721,0.0110390759397667,0,0,0,0,0
"Angptl1",0.0370234707117942,0,0,0,0,0,0.00462886409065335,0.00465101692302387,0.004456406599732,0,0,0.00329919235745863,0.00336654542614405,0,0.00159768297624054,0.0199416069226673,0,0.451710065921453,0,0,0,0
"Angptl3",0.0140761294635387,0.00176895345175887,0,0,0.0125465742695064,0,0.00743841267142542,0.0058715301288395,0,0,0,0.00802234484486347,0,0.0122829299209716,0.00383919368514957,0,0.00364762751011487,0.00170242554782352,0,0,0,0
"Angptl3.1",0.0140761294635387,0.00176895345175887,0,0,0.0125465742695064,0,0.00743841267142542,0.0058715301288395,0,0,0,0.00802234484486347,0,0.0122829299209716,0.00383919368514957,0,0.00364762751011487,0.00170242554782352,0,0,0,0
"Angptl3.2",0.0140761294635387,0.00176895345175887,0,0,0.0125465742695064,0,0.00743841267142542,0.0058715301288395,0,0,0,0.00802234484486347,0,0.0122829299209716,0.00383919368514957,0,0.00364762751011487,0.00170242554782352,0,0,0,0
"Anxa1",0.00437025423032493,0.0623820824480363,0,0,0.0213282186523886,0.253400766576126,0.00455490266475327,0.00781282585319369,0.0570683922182706,0,0,0.0113852851280434,0,0,0.00614011496751265,0.00397661814317578,0,0.00912319856230394,0.32686680122065,0.0250557490416176,0,0.504148896183669
"Anxa1.1",0.00437025423032493,0.0623820824480363,0,0,0.0213282186523886,0.253400766576126,0.00455490266475327,0.00781282585319369,0.0570683922182706,0,0,0.0113852851280434,0,0,0.00614011496751265,0.00397661814317578,0,0.00912319856230394,0.32686680122065,0.0250557490416176,0,0.504148896183669
"Anxa1.2",0.00437025423032493,0.0623820824480363,0,0,0.0213282186523886,0.253400766576126,0.00455490266475327,0.00781282585319369,0.0570683922182706,0,0,0.0113852851280434,0,0,0.00614011496751265,0.00397661814317578,0,0.00912319856230394,0.32686680122065,0.0250557490416176,0,0.504148896183669
"Anxa1.3",0.00437025423032493,0.0623820824480363,0,0,0.0213282186523886,0.253400766576126,0.00455490266475327,0.00781282585319369,0.0570683922182706,0,0,0.0113852851280434,0,0,0.00614011496751265,0.00397661814317578,0,0.00912319856230394,0.32686680122065,0.0250557490416176,0,0.504148896183669
"Apln",2.9432256338355,0.0423359303373868,0.0219917486958893,0,0.0269976438091455,0.0522159482644008,0.0134423505835971,0.0126386183642044,0.0610962836788267,0,0,0.00445889296318071,0.00331212688890596,0,0.820276030575839,0.0610387066603085,0.938285186690741,0.0621428144695171,0,0,0,0
"Apob",0.0253681278416107,0.0275238415557447,0,0,0.0305964604270914,0.0252021395647433,0.0217638327153866,0.0150080537379696,0.0272748198872801,0,0,0.0268576322275244,0.00700639263263802,0.00590132396203088,0.00728386723108456,0.00513316718982196,0,0.0213079659190682,0,0,0,0
"Apob.1",0.0253681278416107,0.0275238415557447,0,0,0.0305964604270914,0.0252021395647433,0.0217638327153866,0.0150080537379696,0.0272748198872801,0,0,0.0268576322275244,0.00700639263263802,0.00590132396203088,0.00728386723108456,0.00513316718982196,0,0.0213079659190682,0,0,0,0
"Apob.2",0.0253681278416107,0.0275238415557447,0,0,0.0305964604270914,0.0252021395647433,0.0217638327153866,0.0150080537379696,0.0272748198872801,0,0,0.0268576322275244,0.00700639263263802,0.00590132396203088,0.00728386723108456,0.00513316718982196,0,0.0213079659190682,0,0,0,0
"Apob.3",0.0253681278416107,0.0275238415557447,0,0,0.0305964604270914,0.0252021395647433,0.0217638327153866,0.0150080537379696,0.0272748198872801,0,0,0.0268576322275244,0.00700639263263802,0.00590132396203088,0.00728386723108456,0.00513316718982196,0,0.0213079659190682,0,0,0,0
"Apod",0.0461225713593113,0.708294495905447,0.695165007686708,0,0.0340423731434321,0.405395123489012,0.0138391478776629,0.0104479325225974,0.0955869941924908,0,0,0.0154472534518122,0,0.00732152858873876,11.3042916959705,0.88789070342729,10.8030954601464,0.111414783626629,0,0.432375851344263,0,0
"Apoe",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.1",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.2",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.3",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.4",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.5",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.6",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"Apoe.7",49.1044976234679,4.50537441308719,3.65774417914597,95.0016990898772,10.5310226180439,0.740310556004516,0.0833790205659574,0.115039165493403,1.333975946916,0,0,0.0853573083201896,0.123408593822077,0.0685385776269285,5.08298456354546,1.75686610865533,5.90231184908559,16.640217291559,88.3512525681498,239.741968500508,4.2651477953719,0.987734664019835
"App",0.660124957639397,20.2629925979823,14.2195760497266,4.97546410099531,1.65725088943802,8.51674358836297,20.8092963088873,15.2611602034302,12.7173551995974,5.5638346526547,8.07338613182946,15.0589058683265,18.234518594,23.9008174505616,24.3742338810733,16.1208838176782,30.81760912724,4.30677205128429,2.40706828373378,5.54439211437413,0,1.56160831275437
"App.1",0.660124957639397,20.2629925979823,14.2195760497266,4.97546410099531,1.65725088943802,8.51674358836297,20.8092963088873,15.2611602034302,12.7173551995974,5.5638346526547,8.07338613182946,15.0589058683265,18.234518594,23.9008174505616,24.3742338810733,16.1208838176782,30.81760912724,4.30677205128429,2.40706828373378,5.54439211437413,0,1.56160831275437
"App.2",0.660124957639397,20.2629925979823,14.2195760497266,4.97546410099531,1.65725088943802,8.51674358836297,20.8092963088873,15.2611602034302,12.7173551995974,5.5638346526547,8.07338613182946,15.0589058683265,18.234518594,23.9008174505616,24.3742338810733,16.1208838176782,30.81760912724,4.30677205128429,2.40706828373378,5.54439211437413,0,1.56160831275437
"App.3",0.660124957639397,20.2629925979823,14.2195760497266,4.97546410099531,1.65725088943802,8.51674358836297,20.8092963088873,15.2611602034302,12.7173551995974,5.5638346526547,8.07338613182946,15.0589058683265,18.234518594,23.9008174505616,24.3742338810733,16.1208838176782,30.81760912724,4.30677205128429,2.40706828373378,5.54439211437413,0,1.56160831275437
