"Receptor_ApprovedSymbol","cECs.1","pericytes.1","cortex.astrocytes"
"Ntrk2",0.130398180387388,0.170513505658193,8.41246687025608
"Sort1",1.03557349816798,2.74827816325577,1.92465598587326
"Tlr2",0,0,0.00210086873596286
"Tlr4",0,0.267160517689184,0.0451572068108549
"Acvr2a",0.279742902663095,0.29730017622726,0.258355288239563
"Acvrl1",2.47697772696019,0.0650014334873239,0.0018297081350765
"Bmpr1a",0.0702001723847888,2.12656517790691,0.687889173239725
"Bmpr1b",0,0.0126330354021126,1.11290018968974
"Bmpr2",8.48582826758389,1.91314755082699,0.820706681790959
"Eng",10.2095492689419,2.45706010915809,0.00494363971018181
"Acvr2a.1",0.279742902663095,0.29730017622726,0.258355288239563
"Bmpr1a.1",0.0702001723847888,2.12656517790691,0.687889173239725
"Bmpr1b.1",0,0.0126330354021126,1.11290018968974
"Bmpr2.1",8.48582826758389,1.91314755082699,0.820706681790959
"Acvr1.1",0.725115384295413,0.552297626401981,0.516495174925467
"Acvr2a.2",0.279742902663095,0.29730017622726,0.258355288239563
"Acvr2b",0.0795111213282395,0.271630103964823,0.089911334595612
"Bmpr1a.2",0.0702001723847888,2.12656517790691,0.687889173239725
"Bmpr1b.2",0,0.0126330354021126,1.11290018968974
"Bmpr2.2",8.48582826758389,1.91314755082699,0.820706681790959
"Eng.1",10.2095492689419,2.45706010915809,0.00494363971018181
"Hfe2",0,0.016452337447931,0
"Acvr2b.1",0.0795111213282395,0.271630103964823,0.089911334595612
"Bmpr1a.3",0.0702001723847888,2.12656517790691,0.687889173239725
"Bmpr1b.3",0,0.0126330354021126,1.11290018968974
"Bmpr2.3",8.48582826758389,1.91314755082699,0.820706681790959
"Bmpr1a.4",0.0702001723847888,2.12656517790691,0.687889173239725
"Acvr1.2",0.725115384295413,0.552297626401981,0.516495174925467
"Acvr2a.3",0.279742902663095,0.29730017622726,0.258355288239563
"Bmpr1a.5",0.0702001723847888,2.12656517790691,0.687889173239725
"Bmpr1b.4",0,0.0126330354021126,1.11290018968974
"Bmpr2.4",8.48582826758389,1.91314755082699,0.820706681790959
"Acvr1.3",0.725115384295413,0.552297626401981,0.516495174925467
"Acvr2a.4",0.279742902663095,0.29730017622726,0.258355288239563
"Acvr2b.2",0.0795111213282395,0.271630103964823,0.089911334595612
"Bmpr1a.6",0.0702001723847888,2.12656517790691,0.687889173239725
"Bmpr1b.5",0,0.0126330354021126,1.11290018968974
"Bmpr2.5",8.48582826758389,1.91314755082699,0.820706681790959
"Eng.2",10.2095492689419,2.45706010915809,0.00494363971018181
"Cav1.1",3.03026017216346,0.0731830475858647,0.0151885776458493
"Egfr.3",0.0317612664755127,0.235963377915261,1.63781937177375
"Erbb2",0.104896237879712,0.118109404429244,0.120546066723731
"Erbb3.1",0.0174109733227605,0,0.00075292844770717
"Erbb4.1",0,0,0.0031390844342208
"Cd79a",0.020016479565497,0,0.00428098652032217
"Tnfrsf14",0.246007244791749,0.265808812746837,0.483345434285992
"Vtcn1",0,0,0
"Cd93",5.71001357489551,0.0466629923303583,0.0216327209619783
"Cspg4",0.0198531768391706,8.47049138589194,0.0243883326092853
"Lrp1.3",0.0511969065054449,4.16004694737106,2.64922681385911
"Avpr2.1",0,0,0
"Mfrp",0,0.165426488987614,0.301816482299681
"C3ar1",0,0.0100291628012047,0.0345412536772751
"C5ar2",0.219782178272267,0.10959573368134,0.242185556766771
"Cd19",0,0,0
"Cd46",0.0430287952661552,0.192749978040267,0.484048886614345
"Itgam",0,0.0575822666627778,0.036776603841482
"Itgax",0,0,0
"Itgb2",0,0.032182042805293,0.00198446619880865
"Lrp1.4",0.0511969065054449,4.16004694737106,2.64922681385911
"C5ar1",0,0,0
"C5ar2.1",0.219782178272267,0.10959573368134,0.242185556766771
"Calcr.2",0,0,0
"Calcrl.2",1.2011815683597,0.485106628254991,0.0107671250118037
"Ramp1.1",0,0.0348671158786128,1.80827203498182
"Itga2b",0.118190918014238,0,0.00394342356740384
"Itga3.1",0.46595513766997,0,0.0244019770160602
"Itgav.4",0.110607530152958,1.20868976967718,2.07659069026253
"Lrp1.5",0.0511969065054449,4.16004694737106,2.64922681385911
"Mtnr1a.1",0,0,0
"Scarf1",0.824385045702476,0.502834599125101,0.00629613597314237
"Tshr",0.0127329415463214,0,0.00403385405844348
"Fpr2.2",0,0,0
"Cckar",0,0,0.00568066617756476
"Cckbr",0,0.0663283344837204,0.00481274086262436
"Ackr2",0,0,0.00142862633655467
"Ackr4",0,0,0.00876503845967877
"Ccr2",0.0319048526043677,0,0.0685538753562414
"Ccr3",0,0,0
"Ccr5",0.0914924530441958,0.0675103640554766,0.110053651256391
"Cxcr3",0,0,0
"Ackr2.1",0,0,0.00142862633655467
"Ackr4.1",0,0,0.00876503845967877
"Ccr1",0,0,0
"Ccr2.1",0.0319048526043677,0,0.0685538753562414
"Ccr3.1",0,0,0
"Ccr5.1",0.0914924530441958,0.0675103640554766,0.110053651256391
"Cxcr3.1",0,0,0
"Ccr4",0,0,0.0112918334645751
"Ccr8",0,0,0
"Ccr8.1",0,0,0
"Ccr6",0.0165117228645347,0,0.00725839362018407
"Cxcr3.2",0,0,0
"Ccr4.1",0,0,0.0112918334645751
"Ccr2.2",0.0319048526043677,0,0.0685538753562414
"Ccr3.2",0,0,0
"Ackr2.2",0,0,0.00142862633655467
"Ackr4.2",0,0,0.00876503845967877
"Ccr10",0,0,0
"Ccr9",0.0771202567087964,0.243251544221229,0.0465446000498769
"Ackr2.3",0,0,0.00142862633655467
"Ccr10.1",0,0,0
"Ccr3.3",0,0,0
"Ackr2.4",0,0,0.00142862633655467
"Ackr4.3",0,0,0.00876503845967877
"Ccr1.1",0,0,0
"Ccr10.2",0,0,0
"Ccr2.3",0.0319048526043677,0,0.0685538753562414
"Ccr3.4",0,0,0
"Ccr4.2",0,0,0.0112918334645751
"Ccr5.2",0.0914924530441958,0.0675103640554766,0.110053651256391
"Ackr2.5",0,0,0.00142862633655467
"Ccr5.3",0.0914924530441958,0.0675103640554766,0.110053651256391
"Ackr2.6",0,0,0.00142862633655467
"Ccr1.2",0,0,0
"Ccr3.5",0,0,0
"Ccr5.4",0.0914924530441958,0.0675103640554766,0.110053651256391
"Ccr8.2",0,0,0
"Ackr2.7",0,0,0.00142862633655467
"Ackr4.4",0,0,0.00876503845967877
"Ccr1.3",0,0,0
"Ccr3.6",0,0,0
"Ccr4.3",0,0,0.0112918334645751
"Ccr5.5",0.0914924530441958,0.0675103640554766,0.110053651256391
"Cxcr3.3",0,0,0
"Gpr75",0,0,0.0121628539589824
"Sdc1",0,0,0.011286111191182
"Sdc4.1",0.120666996161493,0.214111854714182,2.46743274606637
"Itga4.1",0.221582386720373,4.56262524747789,0.124503678306689
"Itgb1.5",5.46926361819502,11.2695919305915,0.826362408246442
"Sell",0,0,0.00257138009989871
"Cd40",0.566258143852989,0.0492350064274566,0.00865987358539567
"Cd5",0,0,0
"Cd27",0.00878372798179432,0,0.00571280419417536
"Egfr.4",0.0317612664755127,0.235963377915261,1.63781937177375
"Igf1r",15.9497145495846,1.60386430580482,0.765721272032793
"Itgae",0,0,0.00409820885691228
"Itgb7.1",0,0,0
"Ptprf",0.009759537726975,0.0276331115734119,1.78814369990313
"Ptprm",3.02307846280961,0.425683237166943,0.24743693083365
"Cxcr4",0.0338616344931743,0.491849355917917,0.0101619991604325
"Itgam.1",0,0.0575822666627778,0.036776603841482
"Sell.1",0,0,0.00257138009989871
"Fshr",0,0,0
"Lhcgr",0,0,0.00085993794863609
"Tshr.1",0.0127329415463214,0,0.00403385405844348
"F11r.1",2.98506515637085,0.462103059827031,0.00996949206478015
"Itga2",0,0.0179614946703364,0.02901896088314
"Itgb1.6",5.46926361819502,11.2695919305915,0.826362408246442
"Cntfr",0.0233561947923886,0,3.83733360380493
"Crlf1",0.0152418488713465,0,0.00173877629351582
"Il6st",1.60310608025162,2.01528769283757,0.70551919737692
"Lifr",1.17713497228781,0.560214969157327,0.675532510655406
"Cntfr.1",0.0233561947923886,0,3.83733360380493
"Il6ra",0.84091558158653,0.0573137575344458,0.114039518048101
"Il6st.1",1.60310608025162,2.01528769283757,0.70551919737692
"Lifr.1",1.17713497228781,0.560214969157327,0.675532510655406
"Cntn1",0.0821864848641404,0.172059691555559,0.579591199474645
"Cntnap2",0.122333120960538,0.0684106249890043,0.410317488919392
"Nrcam",0.0656638480273839,0.0561465441989514,3.25072854196139
"Ptprg",7.56186101823345,1.32514386329826,0.792560937040685
"Ddr1",0,0.361150235503779,1.15404667961334
"Cd44",0,0.0477262608666723,0.344087069108135
"Gpc1.1",0,0.0348405367191102,0.0982022586185453
"Gpc4",0.00706509566482109,0.423860665617224,0.143810105873019
"Itga5.5",0.0485006448461194,0.0116092882224864,0.00874076256016625
"Itgb1.7",5.46926361819502,11.2695919305915,0.826362408246442
"Kdr",14.4371030974587,0.096638199588481,0.0288452283689544
"Cd36",0,0,0.00116698757399621
"Cd44.1",0,0.0477262608666723,0.344087069108135
"Cd93.1",5.71001357489551,0.0466629923303583,0.0216327209619783
"Ddr1.1",0,0.361150235503779,1.15404667961334
"Ddr2",0.154928292550533,0.638274448132209,0.102372716496229
"Itga11",0,0,0
"Itga2.1",0,0.0179614946703364,0.02901896088314
"Itga5.6",0.0485006448461194,0.0116092882224864,0.00874076256016625
"Itgb1.8",5.46926361819502,11.2695919305915,0.826362408246442
"Tmprss6",0,0.0151162566938271,0
"Cd36.1",0,0,0.00116698757399621
"Cd44.2",0,0.0477262608666723,0.344087069108135
"Cd93.2",5.71001357489551,0.0466629923303583,0.0216327209619783
"Itga2.2",0,0.0179614946703364,0.02901896088314
"Itga2b.1",0.118190918014238,0,0.00394342356740384
"Itgb3.3",0.0410467437971343,0.0270895371237069,0.0207697858825573
"Ddr1.2",0,0.361150235503779,1.15404667961334
"Itga10",0,0.130428401315575,0.00934151943907834
"Itga2.3",0,0.0179614946703364,0.02901896088314
"Itga2b.2",0.118190918014238,0,0.00394342356740384
"Itgb1.9",5.46926361819502,11.2695919305915,0.826362408246442
"Mag",0.0127031571994468,0.0281312268107385,0.0292895409278054
"Tnfrsf10b",0.333397583798472,0.295419146909017,0.380637695792169
"Ddr1.3",0,0.361150235503779,1.15404667961334
"Ddr2.1",0.154928292550533,0.638274448132209,0.102372716496229
"Mag.1",0.0127031571994468,0.0281312268107385,0.0292895409278054
"Cd93.3",5.71001357489551,0.0466629923303583,0.0216327209619783
"Itga1",7.02417323692872,23.9401247233624,0.899004113867398
"Itgav.5",0.110607530152958,1.20868976967718,2.07659069026253
"Itgb1.10",5.46926361819502,11.2695919305915,0.826362408246442
"Itgb8",0.00667106642514626,0,1.72349207532524
"Cd93.4",5.71001357489551,0.0466629923303583,0.0216327209619783
"Cd47",3.34490371736095,1.25750325472766,5.8804345319029
"Cd93.5",5.71001357489551,0.0466629923303583,0.0216327209619783
"Itgav.6",0.110607530152958,1.20868976967718,2.07659069026253
"Cd93.6",5.71001357489551,0.0466629923303583,0.0216327209619783
"Cd93.7",5.71001357489551,0.0466629923303583,0.0216327209619783
"Cd93.8",5.71001357489551,0.0466629923303583,0.0216327209619783
"Sdc3.1",1.53344067358413,9.31190972609081,0.64031874757201
"Ddr1.4",0,0.361150235503779,1.15404667961334
"Sdc3.2",1.53344067358413,9.31190972609081,0.64031874757201
"Itga1.1",7.02417323692872,23.9401247233624,0.899004113867398
"Itga2.4",0,0.0179614946703364,0.02901896088314
"Mag.2",0.0127031571994468,0.0281312268107385,0.0292895409278054
"Mag.3",0.0127031571994468,0.0281312268107385,0.0292895409278054
"Mag.4",0.0127031571994468,0.0281312268107385,0.0292895409278054
"Ghsr",0,0,0
"Sstr1",0.021508924186402,0,0.00107738953604754
"Sstr2",0.00754923203284218,0,0.00085966350385257
"Sstr3",0,0,0.0118594864146644
"Sstr4",0,0,0
"Sstr5",0,0,0
"Slc40a1",5.1614832986733,0.166831948193761,0.0262176058677388
"Crhr1",0,0.0299465484868413,0.00775737702274314
"Crhr2",0,0,0
"Mc2r.1",0,0,0
"Olr1.1",0,0,0.00248904873828906
"Csf1r",0.211452940996098,0.28819274207749,0.228795461411913
"Csf1r.1",0.211452940996098,0.28819274207749,0.228795461411913
"Csf2ra",0.0414823645554638,0,0.160266313898344
"Csf3r",0.0373361092716764,0.0321246871237959,0.0781670116819269
"Il3ra",0.0964655432177031,0.0154404307422555,0.00156919636817958
"Sdc2",0.103853584679259,8.83067083031344,2.07091700186607
"Csf1r.2",0.211452940996098,0.28819274207749,0.228795461411913
"Csf3r.1",0.0373361092716764,0.0321246871237959,0.0781670116819269
"Prlr",0.00951880188433949,0.0436437062242222,0.0456376816593807
"Il6st.2",1.60310608025162,2.01528769283757,0.70551919737692
"Lifr.2",1.17713497228781,0.560214969157327,0.675532510655406
"Erbb4.2",0,0,0.0031390844342208
"Itga5.7",0.0485006448461194,0.0116092882224864,0.00874076256016625
"Itgam.2",0,0.0575822666627778,0.036776603841482
"Itgb2.1",0,0.032182042805293,0.00198446619880865
"Lrp1.6",0.0511969065054449,4.16004694737106,2.64922681385911
"Lrp6",1.15253921298192,0.749916431758507,0.339700888015416
"Ntrk1",0,0,0
"Fzd3",0.0938333579008105,0.143727678725031,0.283000791728159
"Fzd5",0.0269271576803874,0.159913108278377,0.139619449555148
"Fzd6",3.34208657958918,1.76519760255563,0.10406366836483
"Lrp2.4",0,0.0172492139026256,0.00624937123214078
"Cx3cr1",0.00919665446522448,0.0774813895739208,0.0585532811505555
"Ccr3.7",0,0,0
"Cxcr3.4",0,0,0
"Sdc4.2",0.120666996161493,0.214111854714182,2.46743274606637
"Ackr3",1.49716800091726,9.37945844312459,0.0951889979996784
"Cd4",0.0187775172885979,0.0161134686115917,0
"Cxcr3.5",0,0,0
"Cxcr4.1",0.0338616344931743,0.491849355917917,0.0101619991604325
"Itgb1.11",5.46926361819502,11.2695919305915,0.826362408246442
"Ackr4.5",0,0,0.00876503845967877
"Ccr10.3",0,0,0
"Cxcr3.6",0,0,0
"Cxcr5",0.205330200321096,0.334572434270196,0.139332131762646
"Cxcr6",0,0,0.0134129795455105
"Cxcr1",0,0,0
"Cxcr2",0.0943660618323039,0.170586811574483,0.439399538948932
"Xcr1",0.00667889677254952,0,0.0362826744683272
"Cxcr1.1",0,0,0
"Cxcr2.1",0.0943660618323039,0.170586811574483,0.439399538948932
"Cxcr1.2",0,0,0
"Cxcr2.2",0.0943660618323039,0.170586811574483,0.439399538948932
"Itga5.8",0.0485006448461194,0.0116092882224864,0.00874076256016625
"Itgam.3",0,0.0575822666627778,0.036776603841482
"Itgav.7",0.110607530152958,1.20868976967718,2.07659069026253
"Itgb2.2",0,0.032182042805293,0.00198446619880865
"Itgb3.4",0.0410467437971343,0.0270895371237069,0.0207697858825573
"Itgb5.1",0.0363430299904081,3.18409596682944,0.731220114335081
"Egfr.5",0.0317612664755127,0.235963377915261,1.63781937177375
"Erbb4.3",0,0,0.0031390844342208
"Met",0.00690298841373183,0,0.012419305547198
"Boc",0.222691680864158,0.13389609418942,0.649918499950953
"Cdon",0.156174278613823,0,0.0010298827120356
"Hhip",0.0214854909281338,0,0.286013165916059
"Ptch1",0.362715879701154,0.450887489529504,3.2269975899623
"Ptch2",0,0.0478285761601922,0.0211600293575011
"Kremen1",0.165468890113948,0.333472323379115,0.18641885252901
"Kremen2",0.00986712067635515,0.0652974189175952,0.116588701086103
"Lrp5.1",0.853193870549784,1.1138677001597,0.311501980076059
"Lrp6.1",1.15253921298192,0.749916431758507,0.339700888015416
"Kremen2.1",0.00986712067635515,0.0652974189175952,0.116588701086103
"Lrp6.2",1.15253921298192,0.749916431758507,0.339700888015416
"Notch1.1",0.913397561689841,3.83776401647847,0.783600708395036
"Notch1.2",0.913397561689841,3.83776401647847,0.783600708395036
"Notch1.3",0.913397561689841,3.83776401647847,0.783600708395036
"Notch2",0.162067455051969,0.560892233782178,1.06528457866335
"Notch3",0.0991962846898759,22.7916335540945,0.211662271197631
"Notch1.4",0.913397561689841,3.83776401647847,0.783600708395036
"Notch2.1",0.162067455051969,0.560892233782178,1.06528457866335
"Notch3.1",0.0991962846898759,22.7916335540945,0.211662271197631
"Notch4",1.03455169492435,0.312677052979174,0.109801472419199
"Il27ra",0.0143117523984089,0,0.00098042282175398
"Itgav.8",0.110607530152958,1.20868976967718,2.07659069026253
"Ednra",0,4.44781212268468,0.282913786455519
"Ednrb",0,0.321849862040363,4.87783335080955
"Kel",0,0,0
"Ednra.1",0,4.44781212268468,0.282913786455519
"Ednrb.1",0,0.321849862040363,4.87783335080955
"Kel.1",0,0,0
"Ednra.2",0,4.44781212268468,0.282913786455519
"Ednrb.2",0,0.321849862040363,4.87783335080955
"Kel.2",0,0,0
"Egfr.6",0.0317612664755127,0.235963377915261,1.63781937177375
"Aqp1",0,0,0.00653678940195155
"Catsper1",0,0,0
"Lingo1",0.181654560241279,0.142188575200918,0.226750017465355
"Plscr4",1.69244350954117,0.364470342610042,0.0840975712502984
"Epha1",0.00466808141167442,0.052458029552808,0.00955752488579346
"Epha2",0.59667669100966,0.709092271997828,0.0839393165420293
"Epha3.1",0,0,0.135889534317489
"Epha4",1.14643372973954,0.150902273513292,0.723793346898515
"Epha5",0.115055218630807,0.126408572864584,0.424443682533454
"Epha6",0,0,0.00108827683875575
"Epha7",0.0567391340761636,0.0872234316439775,0.188004367947873
"Epha8",0,0,0
"Ephb1",0,0.0273401136808238,0.431606774354465
"Epha2.1",0.59667669100966,0.709092271997828,0.0839393165420293
"Epha3.2",0,0,0.135889534317489
"Epha4.1",1.14643372973954,0.150902273513292,0.723793346898515
"Epha5.1",0.115055218630807,0.126408572864584,0.424443682533454
"Epha6.1",0,0,0.00108827683875575
"Epha7.1",0.0567391340761636,0.0872234316439775,0.188004367947873
"Epha8.1",0,0,0
"Epha1.1",0.00466808141167442,0.052458029552808,0.00955752488579346
"Epha2.2",0.59667669100966,0.709092271997828,0.0839393165420293
"Epha3.3",0,0,0.135889534317489
"Epha4.2",1.14643372973954,0.150902273513292,0.723793346898515
"Epha5.2",0.115055218630807,0.126408572864584,0.424443682533454
"Epha6.2",0,0,0.00108827683875575
"Epha7.2",0.0567391340761636,0.0872234316439775,0.188004367947873
"Epha8.2",0,0,0
"Ephb1.1",0,0.0273401136808238,0.431606774354465
"Epha2.3",0.59667669100966,0.709092271997828,0.0839393165420293
"Epha3.4",0,0,0.135889534317489
"Epha4.3",1.14643372973954,0.150902273513292,0.723793346898515
"Epha5.3",0.115055218630807,0.126408572864584,0.424443682533454
"Epha6.3",0,0,0.00108827683875575
"Epha7.3",0.0567391340761636,0.0872234316439775,0.188004367947873
"Epha8.3",0,0,0
"Epha2.4",0.59667669100966,0.709092271997828,0.0839393165420293
"Epha3.5",0,0,0.135889534317489
"Epha4.4",1.14643372973954,0.150902273513292,0.723793346898515
"Epha5.4",0.115055218630807,0.126408572864584,0.424443682533454
"Epha6.4",0,0,0.00108827683875575
"Epha7.4",0.0567391340761636,0.0872234316439775,0.188004367947873
"Epha8.4",0,0,0
"Ephb1.2",0,0.0273401136808238,0.431606774354465
"Ephb2",0.0285324465748993,0.115940471190583,0.0701062062034904
"Ephb6",0.0357564938800563,0,0.113678352799617
"Ephb1.3",0,0.0273401136808238,0.431606774354465
"Ephb2.1",0.0285324465748993,0.115940471190583,0.0701062062034904
"Ephb3",0.0100936966708496,0.104641012974517,1.06736510523026
"Ephb4",0.543326522239121,0.0677952940292689,0.0689957907697217
"Ephb6.1",0.0357564938800563,0,0.113678352799617
"Erbb2.1",0.104896237879712,0.118109404429244,0.120546066723731
"Epha3.6",0,0,0.135889534317489
"Epha4.5",1.14643372973954,0.150902273513292,0.723793346898515
"Epha6.5",0,0,0.00108827683875575
"Ephb1.4",0,0.0273401136808238,0.431606774354465
"Ephb2.2",0.0285324465748993,0.115940471190583,0.0701062062034904
"Ephb3.1",0.0100936966708496,0.104641012974517,1.06736510523026
"Ephb4.1",0.543326522239121,0.0677952940292689,0.0689957907697217
"Ephb6.2",0.0357564938800563,0,0.113678352799617
"Grm1",0.015284108472044,0.0100655512172831,0.0193539949534448
"Grm5",0.045531886305374,0.0212038346625626,0.07835155577144
"Pecam1",10.5905839756035,0.405517752390276,0.508169276477206
"Rhbdl2",0.098144121569545,0.0131904196009749,0.0687632645654873
"Epha4.6",1.14643372973954,0.150902273513292,0.723793346898515
"Ephb2.3",0.0285324465748993,0.115940471190583,0.0701062062034904
"Ephb3.2",0.0100936966708496,0.104641012974517,1.06736510523026
"Ephb4.2",0.543326522239121,0.0677952940292689,0.0689957907697217
"Rhbdl2.1",0.098144121569545,0.0131904196009749,0.0687632645654873
"Egfr.7",0.0317612664755127,0.235963377915261,1.63781937177375
"Erbb2.2",0.104896237879712,0.118109404429244,0.120546066723731
"Erbb3.2",0.0174109733227605,0,0.00075292844770717
"Erbb4.4",0,0,0.0031390844342208
"Egfr.8",0.0317612664755127,0.235963377915261,1.63781937177375
"Epor",0.0340112381376658,0.0490264879650374,0
"Egfr.9",0.0317612664755127,0.235963377915261,1.63781937177375
"Erbb4.5",0,0,0.0031390844342208
"F3",0,0.0838512907632802,22.7087119732712
"Gp1ba",0,0,0.00338062618526641
"Cd93.9",5.71001357489551,0.0466629923303583,0.0216327209619783
"Gp1ba.1",0,0,0.00338062618526641
"Itga4.2",0.221582386720373,4.56262524747789,0.124503678306689
